year_film,year_ceremony,ceremony,Category,gender,name,Race,film,winner
1952,1953,25,HONORARY AWARD,Male, Bob Hope for his contribution to the laughter of the world,White,,1
1952,1953,25,IRVING G. THALBERG MEMORIAL AWARD,Male,Cecil B. DeMille,White,,1
1953,1954,26,ART DIRECTION (Black-and-White),Male,"Art Direction:  Cedric Gibbons, Edward Carfagno;  Set Decoration:  Edwin B. Willis, Hugh Hunt",White,Julius Caesar,1
1953,1954,26,ART DIRECTION (Black-and-White),Male,"Art Direction:  Fritz Maurischat, Paul Markwitz",White,Martin Luther,0
1953,1954,26,ART DIRECTION (Black-and-White),Male,"Art Direction:  Lyle Wheeler, Leland Fuller;  Set Decoration:  Paul S. Fox",White,The President's Lady,0
1953,1954,26,ART DIRECTION (Black-and-White),Male,"Art Direction:  Hal Pereira, Walter Tyler",White,Roman Holiday,0
1953,1954,26,ART DIRECTION (Black-and-White),Male,"Art Direction:  Lyle Wheeler, Maurice Ransford;  Set Decoration:  Stuart Reiss",White,Titanic,0
1953,1954,26,ART DIRECTION (Color),Male,"Art Direction:  Alfred Junge, Hans Peters;  Set Decoration:  John Jarvis",White,Knights of the Round Table,0
1953,1954,26,ART DIRECTION (Color),Male,"Art Direction:  Cedric Gibbons, Paul Groesse;  Set Decoration:  Edwin B. Willis, Arthur Krams",White,Lili,0
1953,1954,26,ART DIRECTION (Color),Male,"Art Direction:  Lyle Wheeler, George W. Davis;  Set Decoration:  Walter M. Scott, Paul S. Fox",White,The Robe,1
1953,1954,26,ART DIRECTION (Color),Male,"Art Direction:  Cedric Gibbons, Preston Ames, Edward Carfagno, Gabriel Scognamillo;  Set Decoration:  Edwin B. Willis, Keogh Gleason, Arthur Krams, Jack D. Moore",White,The Story of Three Loves,0
1953,1954,26,ART DIRECTION (Color),Male,"Art Direction:  Cedric Gibbons, Urie McCleary;  Set Decoration:  Edwin B. Willis, Jack D. Moore",White,Young Bess,0
1953,1954,26,CINEMATOGRAPHY,Male,Hal Mohr,White,The Four Poster,0
1953,1954,26,CINEMATOGRAPHY,Male,Burnett Guffey,White,From Here to Eternity,1
1953,1954,26,CINEMATOGRAPHY,Male,Joseph Ruttenberg,White,Julius Caesar,0
1953,1954,26,CINEMATOGRAPHY,Male,Joseph C. Brun,White,Martin Luther,0
1953,1954,26,CINEMATOGRAPHY,Male,"Frank Planer, Henri Alekan",White,Roman Holiday,0
1953,1954,26,CINEMATOGRAPHY,Male,George Folsey,White,All the Brothers Were Valiant,0
1953,1954,26,CINEMATOGRAPHY,Male,Edward Cronjager,White,Beneath the 12-Mile Reef,0
1953,1954,26,CINEMATOGRAPHY,Male,Robert Planck,White,Lili,0
1953,1954,26,CINEMATOGRAPHY,Male,Leon Shamroy,White,The Robe,0
1953,1954,26,CINEMATOGRAPHY,Male,Loyal Griggs,White,Shane,1
1953,1954,26,COSTUME DESIGN (Black-and-White),Male,Walter Plunkett,White,The Actress,0
1953,1954,26,COSTUME DESIGN (Black-and-White),Female,"Helen Rose, Herschel McCoy",White,Dream Wife,0
1953,1954,26,COSTUME DESIGN (Black-and-White),Male,Jean Louis,White,From Here to Eternity,0
1953,1954,26,COSTUME DESIGN (Black-and-White),Female,"Charles LeMaire, Renie",White,The President's Lady,0
1953,1954,26,COSTUME DESIGN (Black-and-White),Female,Edith Head,White,Roman Holiday,1
1953,1954,26,COSTUME DESIGN (Color),Female,Mary Ann Nyberg,White,The Band Wagon,0
1953,1954,26,COSTUME DESIGN (Color),Female,Irene Sharaff,White,Call Me Madam,0
1953,1954,26,COSTUME DESIGN (Color),Male,"Charles LeMaire, Travilla",White,How to Marry a Millionaire,0
1953,1954,26,COSTUME DESIGN (Color),Male,"Charles LeMaire, Emile Santiago",White,The Robe,1
1953,1954,26,COSTUME DESIGN (Color),Male,Walter Plunkett,White,Young Bess,0
1953,1954,26,DIRECTING,Male,Fred Zinnemann,White,From Here to Eternity,1
1953,1954,26,DIRECTING,Male,Charles Walters,White,Lili,0
1953,1954,26,DIRECTING,Male,William Wyler,White,Roman Holiday,0
1953,1954,26,DIRECTING,Male,George Stevens,White,Shane,0
1953,1954,26,DIRECTING,Male,Billy Wilder,White,Stalag 17,0
1953,1954,26,DOCUMENTARY (Feature),Male,"John Taylor, Leon Clore and Grahame Tharp, Producers",White,The Conquest of Everest,0
1953,1954,26,DOCUMENTARY (Feature),Male,"Walt Disney, Producer",White,The Living Desert,1
1953,1954,26,DOCUMENTARY (Feature),Male,"Castleton Knight, Producer",White,A Queen Is Crowned,0
1953,1954,26,DOCUMENTARY (Short Subject),Male,"Walt Disney, Producer",White,The Alaskan Eskimo,1
1953,1954,26,DOCUMENTARY (Short Subject),Male,"John Barnes, Producer",White,The Living City,0
1953,1954,26,DOCUMENTARY (Short Subject),Male,United States Army Signal Corps,White,Operation Blue Jay,0
1953,1954,26,DOCUMENTARY (Short Subject),Male,"James Carr, Producer",White,They Planted a Stone,0
1953,1954,26,DOCUMENTARY (Short Subject),Male,"John Healy and John Adams, Producers",White,The Word,0
1953,1954,26,FILM EDITING,Male,Irvine (Cotton) Warburton,White,Crazylegs,0
1953,1954,26,FILM EDITING,Male,William Lyon,White,From Here to Eternity,1
1953,1954,26,FILM EDITING,Male,Otto Ludwig,White,The Moon Is Blue,0
1953,1954,26,FILM EDITING,Male,Robert Swink,White,Roman Holiday,0
1953,1954,26,FILM EDITING,Male,Everett Douglas,White,The War of the Worlds,0
1953,1954,26,MUSIC (Music Score of a Dramatic or Comedy Picture),Male,Hugo Friedhofer,White,Above and Beyond,0
1953,1954,26,MUSIC (Music Score of a Dramatic or Comedy Picture),Male,"Morris Stoloff, George Duning",White,From Here to Eternity,0
1953,1954,26,MUSIC (Music Score of a Dramatic or Comedy Picture),Male,Miklos Rozsa,White,Julius Caesar,0
1953,1954,26,MUSIC (Music Score of a Dramatic or Comedy Picture),Male,Bronislau Kaper,White,Lili,1
1953,1954,26,MUSIC (Music Score of a Dramatic or Comedy Picture),Male,Louis Forbes,White,This Is Cinerama,0
1953,1954,26,MUSIC (Scoring of a Musical Picture),Male,Adolph Deutsch,White,The Band Wagon,0
1953,1954,26,MUSIC (Scoring of a Musical Picture),Male,Ray Heindorf,White,Calamity Jane,0
1953,1954,26,MUSIC (Scoring of a Musical Picture),Male,Alfred Newman,White,Call Me Madam,1
1953,1954,26,MUSIC (Scoring of a Musical Picture),Male,"Frederick Hollander, Morris Stoloff",White,"The 5,000 Fingers of Dr. T",0
1953,1954,26,MUSIC (Scoring of a Musical Picture),Male,"Andre Previn, Saul Chaplin",White,Kiss Me Kate,0
1953,1954,26,MUSIC (Song),Female,Music by Herschel Burke Gilbert; Lyrics by Sylvia Fine,White,The Moon Is Blue,0
1953,1954,26,MUSIC (Song),Male,Music by Nicholas Brodszky; Lyrics by Leo Robin,White,Small Town Girl,0
1953,1954,26,MUSIC (Song),Male,Music by Lester Lee; Lyrics by Ned Washington,White,Miss Sadie Thompson,0
1953,1954,26,MUSIC (Song),Male,Music by Sammy Fain; Lyrics by Paul Francis Webster,White,Calamity Jane,1
1953,1954,26,MUSIC (Song),Male,Music by Harry Warren; Lyrics by Jack Brooks,White,The Caddy,0
1953,1954,26,BEST PICTURE,Male,"Buddy Adler, Producer",White,From Here to Eternity,1
1953,1954,26,BEST PICTURE,Male,"John Houseman, Producer",White,Julius Caesar,0
1953,1954,26,BEST PICTURE,Male,"Frank Ross, Producer",White,The Robe,0
1953,1954,26,BEST PICTURE,Male,"William Wyler, Producer",White,Roman Holiday,0
1953,1954,26,BEST PICTURE,Male,"George Stevens, Producer",White,Shane,0
1953,1954,26,SHORT SUBJECT (Cartoon),Male,"Stephen Bosustow, Producer",White,Christopher Crumpet,0
1953,1954,26,SHORT SUBJECT (Cartoon),Male,"Edward Selzer, Producer",White,From A to Z-Z-Z-Z,0
1953,1954,26,SHORT SUBJECT (Cartoon),Male,"Walt Disney, Producer",White,Rugged Bear,0
1953,1954,26,SHORT SUBJECT (Cartoon),Male,"Stephen Bosustow, Producer",White,The Tell Tale Heart,0
1953,1954,26,SHORT SUBJECT (Cartoon),Male,"Walt Disney, Producer",White,"Toot, Whistle, Plunk and Boom",1
1953,1954,26,SHORT SUBJECT (One-reel),Male,"Vincenzo Lucci-Chiarissi, Producer",White,Christ among the Primitives,0
1953,1954,26,SHORT SUBJECT (One-reel),Male,National Film Board of Canada,White,Herring Hunt,0
1953,1954,26,SHORT SUBJECT (One-reel),Male,"Boris Vermont, Producer",White,Joy of Living,0
1953,1954,26,SHORT SUBJECT (One-reel),Male,"Johnny Green, Producer",White,The Merry Wives of Windsor Overture,1
1953,1954,26,SHORT SUBJECT (One-reel),Male,"Jack Eaton, Producer",White,Wee Water Wonders,0
1953,1954,26,SHORT SUBJECT (Two-reel),Male,"Walt Disney, Producer",White,Bear Country,1
1953,1954,26,SHORT SUBJECT (Two-reel),Male,"Walt Disney, Producer",White,Ben and Me,0
1953,1954,26,SHORT SUBJECT (Two-reel),Male,Dublin Gate Theatre Productions,White,Return to Glennascaul,0
1953,1954,26,SHORT SUBJECT (Two-reel),Male,"Otto Lang, Producer",White,Vesuvius Express,0
1953,1954,26,SHORT SUBJECT (Two-reel),Male,"Cedric Francis, Producer",White,Winter Paradise,0
1953,1954,26,SOUND RECORDING,Male,"Warner Bros. Studio Sound Department, William A. Mueller, Sound Director",White,Calamity Jane,0
1953,1954,26,SOUND RECORDING,Male,"Columbia Studio Sound Department, John P. Livadary, Sound Director",White,From Here to Eternity,1
1953,1954,26,SOUND RECORDING,Male,"Metro-Goldwyn-Mayer Studio Sound Department, A. W. Watkins, Sound Director",White,Knights of the Round Table,0
1953,1954,26,SOUND RECORDING,Male,"Universal-International Studio Sound Department, Leslie I. Carey, Sound Director",White,The Mississippi Gambler,0
1953,1954,26,SOUND RECORDING,Male,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",White,The War of the Worlds,0
1953,1954,26,SPECIAL EFFECTS,Male,Paramount Studio,White,The War of the Worlds,1
1953,1954,26,WRITING (Motion Picture Story),Male,"Beirne Lay, Jr.",White,Above and Beyond,0
1953,1954,26,WRITING (Motion Picture Story),Male,Alec Coppel,White,The Captain's Paradise,0
1953,1954,26,WRITING (Motion Picture Story),Male,Louis L'Amour,White,Hondo,0
1953,1954,26,WRITING (Motion Picture Story),Female,"Ray Ashley, Morris Engel, Ruth Orkin",White,Little Fugitive,0
1953,1954,26,WRITING (Motion Picture Story),Male,Dalton Trumbo,White,Roman Holiday,1
1953,1954,26,WRITING (Adapted Screenplay),Male,Eric Ambler,White,The Cruel Sea,0
1953,1954,26,WRITING (Adapted Screenplay),Male,Daniel Taradash,White,From Here to Eternity,1
1953,1954,26,WRITING (Adapted Screenplay),Female,Helen Deutsch,White,Lili,0
1953,1954,26,WRITING (Adapted Screenplay),Male,"Ian McLellan Hunter, John Dighton",White,Roman Holiday,0
1953,1954,26,WRITING (Adapted Screenplay),Male,"A. B. Guthrie, Jr.",White,Shane,0
1953,1954,26,WRITING (Story and Screenplay),Female,"Betty Comden, Adolph Green",White,The Band Wagon,0
1953,1954,26,WRITING (Story and Screenplay),Male,Richard Murphy,White,The Desert Rats,0
1953,1954,26,WRITING (Story and Screenplay),Male,"Sam Rolfe, Harold Jack Bloom",White,The Naked Spur,0
1953,1954,26,WRITING (Story and Screenplay),Male,Millard Kaufman,White,Take the High Ground,0
1953,1954,26,WRITING (Story and Screenplay),Male,"Charles Brackett, Walter Reisch, Richard Breen",White,Titanic,1
1953,1954,26,HONORARY AWARD,Male," Pete Smith for his witty and pungent observations on the American scene in his series of ""Pete Smith Specialties.""",White,,1
1953,1954,26,HONORARY AWARD,Male, 20th Century-Fox Film Corporation in recognition of their imagination,White,,1
1953,1954,26,HONORARY AWARD,Male, Joseph I. Breen for his conscientious,White,,1
1953,1954,26,HONORARY AWARD,Male, Bell and Howell Company for their pioneering and basic achievements in the advancement of the motion picture industry.,White,,1
1953,1954,26,IRVING G. THALBERG MEMORIAL AWARD,Male,George Stevens,White,,1
1954,1955,27,ART DIRECTION (Black-and-White),Female,"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, Grace Gregory",White,The Country Girl,0
1954,1955,27,ART DIRECTION (Black-and-White),Male,"Art Direction:  Cedric Gibbons, Edward Carfagno;  Set Decoration:  Edwin B. Willis, Emile Kuri",Asian,Executive Suite,0
1954,1955,27,ART DIRECTION (Black-and-White),Male,Max Ophuls,White,Le Plaisir,0
1954,1955,27,ART DIRECTION (Black-and-White),Male,Richard Day,White,On the Waterfront,1
1954,1955,27,ART DIRECTION (Black-and-White),Male,"Art Direction:  Hal Pereira, Walter Tyler;  Set Decoration:  Sam Comer, Ray Moyer",White,Sabrina,0
1954,1955,27,ART DIRECTION (Color),Male,"Art Direction:  Cedric Gibbons, Preston Ames;  Set Decoration:  Edwin B. Willis, Keogh Gleason",White,Brigadoon,0
1954,1955,27,ART DIRECTION (Color),Male,"Art Direction:  Lyle Wheeler, Leland Fuller;  Set Decoration:  Walter M. Scott, Paul S. Fox",White,Desiree,0
1954,1955,27,ART DIRECTION (Color),Male,"Art Direction:  Hal Pereira, Roland Anderson;  Set Decoration:  Sam Comer, Ray Moyer",White,Red Garters,0
1954,1955,27,ART DIRECTION (Color),Female,"Art Direction:  Malcolm Bert, Gene Allen, Irene Sharaff;  Set Decoration:  George James Hopkins",White,A Star Is Born,0
1954,1955,27,ART DIRECTION (Color),Male,Art Direction:  John Meehan;  Set Decoration:  Emile Kuri,Asian,"20,000 Leagues under the Sea",1
1954,1955,27,CINEMATOGRAPHY,Male,John F. Warren,White,The Country Girl,0
1954,1955,27,CINEMATOGRAPHY,Male,George Folsey,White,Executive Suite,0
1954,1955,27,CINEMATOGRAPHY,Male,Boris Kaufman,White,On the Waterfront,1
1954,1955,27,CINEMATOGRAPHY,Male,John Seitz,White,Rogue Cop,0
1954,1955,27,CINEMATOGRAPHY,Male,"Charles Lang, Jr.",White,Sabrina,0
1954,1955,27,CINEMATOGRAPHY,Male,Leon Shamroy,White,The Egyptian,0
1954,1955,27,CINEMATOGRAPHY,Male,Robert Burks,White,Rear Window,0
1954,1955,27,CINEMATOGRAPHY,Male,George Folsey,White,Seven Brides for Seven Brothers,0
1954,1955,27,CINEMATOGRAPHY,Male,William V. Skall,White,The Silver Chalice,0
1954,1955,27,CINEMATOGRAPHY,Male,Milton Krasner,White,Three Coins in the Fountain,1
1954,1955,27,COSTUME DESIGN (Black-and-White),Female,"Georges Annenkov, Rosine Delamare",White,The Earrings of Madame de...,0
1954,1955,27,COSTUME DESIGN (Black-and-White),Female,Helen Rose,White,Executive Suite,0
1954,1955,27,COSTUME DESIGN (Black-and-White),Male,Christian Dior,White,Indiscretion of an American Wife,0
1954,1955,27,COSTUME DESIGN (Black-and-White),Male,Jean Louis,White,It Should Happen to You,0
1954,1955,27,COSTUME DESIGN (Black-and-White),Female,Edith Head,White,Sabrina,1
1954,1955,27,COSTUME DESIGN (Color),Female,Irene Sharaff,White,Brigadoon,0
1954,1955,27,COSTUME DESIGN (Color),Male,"Charles LeMaire, René Hubert",White,Desiree,0
1954,1955,27,COSTUME DESIGN (Color),Male,Sanzo Wada,Asian,Gate of Hell,1
1954,1955,27,COSTUME DESIGN (Color),Female,"Jean Louis, Mary Ann Nyberg, Irene Sharaff",White,A Star Is Born,0
1954,1955,27,COSTUME DESIGN (Color),Male,"Charles LeMaire, Travilla, Miles White",White,There's No Business Like Show Business,0
1954,1955,27,DIRECTING,Male,George Seaton,White,The Country Girl,0
1954,1955,27,DIRECTING,Male,William Wellman,White,The High and the Mighty,0
1954,1955,27,DIRECTING,Male,Elia Kazan,White,On the Waterfront,1
1954,1955,27,DIRECTING,Male,Alfred Hitchcock,White,Rear Window,0
1954,1955,27,DIRECTING,Male,Billy Wilder,White,Sabrina,0
1954,1955,27,DOCUMENTARY (Feature),Male,"Guy Glover, Producer",White,The Stratford Adventure,0
1954,1955,27,DOCUMENTARY (Feature),Male,"Walt Disney, Producer",White,The Vanishing Prairie,1
1954,1955,27,DOCUMENTARY (Short Subject),Male,"Otto Lang, Producer",White,Jet Carrier,0
1954,1955,27,DOCUMENTARY (Short Subject),Male,"Morrie Roizman, Producer",White,Rembrandt: A Self-Portrait,0
1954,1955,27,DOCUMENTARY (Short Subject),Male,World Wide Pictures and Morse Films,White,Thursday's Children,1
1954,1955,27,FILM EDITING,Male,"William A. Lyon, Henry Batista",White,The Caine Mutiny,0
1954,1955,27,FILM EDITING,Male,Ralph Dawson,White,The High and the Mighty,0
1954,1955,27,FILM EDITING,Male,Gene Milford,White,On the Waterfront,1
1954,1955,27,FILM EDITING,Male,Ralph E. Winters,White,Seven Brides for Seven Brothers,0
1954,1955,27,FILM EDITING,Male,Elmo Williams,White,"20,000 Leagues under the Sea",0
1954,1955,27,MUSIC (Music Score of a Dramatic or Comedy Picture),Male,Max Steiner,White,The Caine Mutiny,0
1954,1955,27,MUSIC (Music Score of a Dramatic or Comedy Picture),Male,Larry Adler,White,Genevieve,0
1954,1955,27,MUSIC (Music Score of a Dramatic or Comedy Picture),Male,Dimitri Tiomkin,White,The High and the Mighty,1
1954,1955,27,MUSIC (Music Score of a Dramatic or Comedy Picture),Male,Leonard Bernstein,White,On the Waterfront,0
1954,1955,27,MUSIC (Music Score of a Dramatic or Comedy Picture),Male,Franz Waxman,White,The Silver Chalice,0
1954,1955,27,MUSIC (Scoring of a Musical Picture),Male,Herschel Burke Gilbert,White,Carmen Jones,0
1954,1955,27,MUSIC (Scoring of a Musical Picture),Male,"Joseph Gershenson, Henry Mancini",White,The Glenn Miller Story,0
1954,1955,27,MUSIC (Scoring of a Musical Picture),Male,"Adolph Deutsch, Saul Chaplin",White,Seven Brides for Seven Brothers,1
1954,1955,27,MUSIC (Scoring of a Musical Picture),Male,Ray Heindorf,White,A Star Is Born,0
1954,1955,27,MUSIC (Scoring of a Musical Picture),Male,"Alfred Newman, Lionel Newman",White,There's No Business Like Show Business,0
1954,1955,27,MUSIC (Song),Male,Music and Lyrics by Irving Berlin,White,White Christmas,0
1954,1955,27,MUSIC (Song),Male,Music by Dimitri Tiomkin; Lyrics by Ned Washington,White,The High and the Mighty,0
1954,1955,27,MUSIC (Song),Male,Music and Lyrics by Jack Lawrence and Richard Myers,White,Susan Slept Here,0
1954,1955,27,MUSIC (Song),Male,Music by Harold Arlen; Lyrics by Ira Gershwin,White,A Star Is Born,0
1954,1955,27,MUSIC (Song),Male,Music by Jule Styne; Lyrics by Sammy Cahn,White,Three Coins in the Fountain,1
1954,1955,27,BEST PICTURE,Male,"Stanley Kramer, Producer",White,The Caine Mutiny,0
1954,1955,27,BEST PICTURE,Male,"William Perlberg, Producer",White,The Country Girl,0
1954,1955,27,BEST PICTURE,Male,"Sam Spiegel, Producer",White,On the Waterfront,1
1954,1955,27,BEST PICTURE,Male,"Jack Cummings, Producer",White,Seven Brides for Seven Brothers,0
1954,1955,27,BEST PICTURE,Male,"Sol C. Siegel, Producer",White,Three Coins in the Fountain,0
1954,1955,27,SHORT SUBJECT (Cartoon),Male,"Walter Lantz, Producer",White,Crazy Mixed Up Pup,0
1954,1955,27,SHORT SUBJECT (Cartoon),Male,"Walt Disney, Producer",White,Pigs Is Pigs,0
1954,1955,27,SHORT SUBJECT (Cartoon),Male,"Edward Selzer, Producer",White,Sandy Claws,0
1954,1955,27,SHORT SUBJECT (Cartoon),Male,"Fred Quimby, Producer",White,"Touché, Pussy Cat",0
1954,1955,27,SHORT SUBJECT (Cartoon),Male,"Stephen Bosustow, Producer",White,When Magoo Flew,1
1954,1955,27,SHORT SUBJECT (One-reel),Male,"Otto Lang, Producer",White,The First Piano Quartette,0
1954,1955,27,SHORT SUBJECT (One-reel),Male,"Johnny Green, Producer",White,The Strauss Fantasy,0
1954,1955,27,SHORT SUBJECT (One-reel),Male,"Robert Youngson, Producer",White,This Mechanical Age,1
1954,1955,27,SHORT SUBJECT (Two-reel),Male,"Cedric Francis, Producer",White,Beauty and the Bull,0
1954,1955,27,SHORT SUBJECT (Two-reel),Male,"Otto Lang, Producer",White,Jet Carrier,0
1954,1955,27,SHORT SUBJECT (Two-reel),Male,"Walt Disney, Producer",White,Siam,0
1954,1955,27,SHORT SUBJECT (Two-reel),Male,"Denis Sanders and Terry Sanders, Producers",White,A Time Out of War,1
1954,1955,27,SOUND RECORDING,Male,"Metro-Goldwyn-Mayer Studio Sound Department, Wesley C. Miller, Sound Director",White,Brigadoon,0
1954,1955,27,SOUND RECORDING,Male,"Columbia Studio Sound Department, John P. Livadary, Sound Director",White,The Caine Mutiny,0
1954,1955,27,SOUND RECORDING,Male,"Universal-International Studio Sound Department, Leslie I. Carey, Sound Director",White,The Glenn Miller Story,1
1954,1955,27,SOUND RECORDING,Male,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",White,Rear Window,0
1954,1955,27,SOUND RECORDING,Male,"RKO Radio Studio Sound Department, John O. Aalberg, Sound Director",White,Susan Slept Here,0
1954,1955,27,SPECIAL EFFECTS,Male,20th Century-Fox Studio,White,Hell and High Water,0
1954,1955,27,SPECIAL EFFECTS,Male,Warner Bros. Studio,White,Them!,0
1954,1955,27,SPECIAL EFFECTS,Male,Walt Disney Studios,White,"20,000 Leagues under the Sea",1
1954,1955,27,WRITING (Motion Picture Story),Male,Ettore Margadonna,White,"Bread, Love and Dreams",0
1954,1955,27,WRITING (Motion Picture Story),Male,Philip Yordan,White,Broken Lance,1
1954,1955,27,WRITING (Motion Picture Story),Male,François Boyer,White,Forbidden Games,0
1954,1955,27,WRITING (Motion Picture Story),Male,"Jed Harris, Tom Reed",White,Night People,0
1954,1955,27,WRITING (Motion Picture Story),Male,Lamar Trotti,White,There's No Business Like Show Business,0
1954,1955,27,WRITING (Adapted Screenplay),Male,Stanley Roberts,White,The Caine Mutiny,0
1954,1955,27,WRITING (Adapted Screenplay),Male,George Seaton,White,The Country Girl,1
1954,1955,27,WRITING (Adapted Screenplay),Male,John Michael Hayes,White,Rear Window,0
1954,1955,27,WRITING (Adapted Screenplay),Male,"Billy Wilder, Samuel Taylor, Ernest Lehman",White,Sabrina,0
1954,1955,27,WRITING (Adapted Screenplay),Female,"Albert Hackett, Frances Goodrich, Dorothy Kingsley",White,Seven Brides for Seven Brothers,0
1954,1955,27,WRITING (Story and Screenplay),Male,Joseph L. Mankiewicz,White,The Barefoot Contessa,0
1954,1955,27,WRITING (Story and Screenplay),Male,William Rose,White,Genevieve,0
1954,1955,27,WRITING (Story and Screenplay),Male,"Valentine Davies, Oscar Brodney",White,The Glenn Miller Story,0
1954,1955,27,WRITING (Story and Screenplay),Male,"Norman Panama, Melvin Frank",White,Knock on Wood,0
1954,1955,27,WRITING (Story and Screenplay),Male,Budd Schulberg,White,On the Waterfront,1
1954,1955,27,HONORARY FOREIGN LANGUAGE FILM AWARD,Male, Gate of Hell - Best Foreign Language Film first released in the United States during 1954.,White,,1
1954,1955,27,HONORARY AWARD,Male, Bausch & Lomb Optical Company for their contributions to the advancement of the motion picture industry.,White,,1
1954,1955,27,HONORARY AWARD,Male, Kemp R. Niver for the development of the Renovare Process which has made possible the restoration of the Library of Congress Paper Film Collection.,White,,1
1954,1955,27,HONORARY AWARD,Female, Greta Garbo for her unforgettable screen performances.,White,,1
1954,1955,27,HONORARY AWARD,Male, Danny Kaye for his unique talents,White,,1
1954,1955,27,HONORARY AWARD,Male, Jon Whiteley for his outstanding juvenile performance in The Little Kidnappers.,White,,1
1954,1955,27,HONORARY AWARD,Male, Vincent Winter for his outstanding juvenile performance in The Little Kidnappers.,White,,1
1955,1956,28,ART DIRECTION (Black-and-White),Male,"Art Direction:  Cedric Gibbons, Randall Duell;  Set Decoration:  Edwin B. Willis, Henry Grace",White,Blackboard Jungle,0
1955,1956,28,ART DIRECTION (Black-and-White),Male,"Art Direction:  Cedric Gibbons, Malcolm Brown;  Set Decoration:  Edwin B. Willis, Hugh B. Hunt",White,I'll Cry Tomorrow,0
1955,1956,28,ART DIRECTION (Black-and-White),Male,Art Direction:  Joseph C. Wright;  Set Decoration:  Darrell Silvera,White,The Man with the Golden Arm,0
1955,1956,28,ART DIRECTION (Black-and-White),Male,"Art Direction:  Edward S. Haworth, Walter Simonds;  Set Decoration:  Robert Priestley",White,Marty,0
1955,1956,28,ART DIRECTION (Black-and-White),Male,"Art Direction:  Hal Pereira, Tambi Larsen;  Set Decoration:  Sam Comer, Arthur Krams",White,The Rose Tattoo,1
1955,1956,28,ART DIRECTION (Color),Male,"Art Direction:  Lyle Wheeler, John DeCuir;  Set Decoration:  Walter M. Scott, Paul S. Fox",White,Daddy Long Legs,0
1955,1956,28,ART DIRECTION (Color),Male,"Art Direction:  Oliver Smith, Joseph C. Wright;  Set Decoration:  Howard Bristol",White,Guys and Dolls,0
1955,1956,28,ART DIRECTION (Color),Male,"Art Direction:  Lyle Wheeler, George W. Davis;  Set Decoration:  Walter M. Scott, Jack Stubbs",White,Love Is a Many-Splendored Thing,0
1955,1956,28,ART DIRECTION (Color),Male,"Art Direction:  William Flannery, Jo Mielziner;  Set Decoration:  Robert Priestley",White,Picnic,1
1955,1956,28,ART DIRECTION (Color),Male,"Art Direction:  Hal Pereira, Joseph McMillan Johnson;  Set Decoration:  Sam Comer, Arthur Krams",White,To Catch a Thief,0
1955,1956,28,CINEMATOGRAPHY,Male,Russell Harlan,White,Blackboard Jungle,0
1955,1956,28,CINEMATOGRAPHY,Male,Arthur E. Arling,White,I'll Cry Tomorrow,0
1955,1956,28,CINEMATOGRAPHY,Male,Joseph LaShelle,White,Marty,0
1955,1956,28,CINEMATOGRAPHY,Male,Charles Lang,White,Queen Bee,0
1955,1956,28,CINEMATOGRAPHY,Male,James Wong Howe,Asian,The Rose Tattoo,1
1955,1956,28,CINEMATOGRAPHY,Male,Harry Stradling,White,Guys and Dolls,0
1955,1956,28,CINEMATOGRAPHY,Male,Leon Shamroy,White,Love Is a Many-Splendored Thing,0
1955,1956,28,CINEMATOGRAPHY,Male,Harold Lipstein,White,A Man Called Peter,0
1955,1956,28,CINEMATOGRAPHY,Male,Robert Surtees,White,Oklahoma!,0
1955,1956,28,CINEMATOGRAPHY,Male,Robert Burks,White,To Catch a Thief,1
1955,1956,28,COSTUME DESIGN (Black-and-White),Female,Helen Rose,White,I'll Cry Tomorrow,1
1955,1956,28,COSTUME DESIGN (Black-and-White),Female,Beatrice Dawson,White,The Pickwick Papers,0
1955,1956,28,COSTUME DESIGN (Black-and-White),Male,Jean Louis,White,Queen Bee,0
1955,1956,28,COSTUME DESIGN (Black-and-White),Female,Edith Head,White,The Rose Tattoo,0
1955,1956,28,COSTUME DESIGN (Black-and-White),Male,Tadaoto Kainoscho,Asian,Ugetsu,0
1955,1956,28,COSTUME DESIGN (Color),Female,Irene Sharaff,White,Guys and Dolls,0
1955,1956,28,COSTUME DESIGN (Color),Female,Helen Rose,White,Interrupted Melody,0
1955,1956,28,COSTUME DESIGN (Color),Male,Charles LeMaire,White,Love Is a Many-Splendored Thing,1
1955,1956,28,COSTUME DESIGN (Color),Female,Edith Head,White,To Catch a Thief,0
1955,1956,28,COSTUME DESIGN (Color),Female,"Charles LeMaire, Mary Wills",White,The Virgin Queen,0
1955,1956,28,DIRECTING,Male,John Sturges,White,Bad Day at Black Rock,0
1955,1956,28,DIRECTING,Male,Elia Kazan,White,East of Eden,0
1955,1956,28,DIRECTING,Male,Delbert Mann,White,Marty,1
1955,1956,28,DIRECTING,Male,Joshua Logan,White,Picnic,0
1955,1956,28,DIRECTING,Male,David Lean,White,Summertime,0
1955,1956,28,DOCUMENTARY (Feature),Male,"Rene Risacher, Producer",White,Heartbreak Ridge,0
